SKU_ID,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,Categoria_Imputada,Stock_Imputado,Costo_Unitario_Winsorizado,Lead_Time_Dias_Original,Lead_Time_Imputado,Antiguedad_Revision_Dias,Valor_Inventario,Ratio_Stock_Reorden,Alta_Disponibilidad,Registro_Confiable
PROD-1019,Smartphones,1339.0,1423.38,156,10.0,ZONA_FRANCA,2026-01-22,False,False,False,10,False,9,1905905.82,8.583333333333334,True,True
PROD-1020,Laptops,556.0,1333.04,206,5.0,ZONA_FRANCA,2025-11-06,False,False,False,,True,86,741170.24,2.6990291262135924,True,False
PROD-1021,Monitores,115.0,1121.65,255,5.0,BOD-EXT-99,2025-09-03,False,False,False,,True,150,128989.75000000001,0.45098039215686275,False,False
PROD-1022,Tablets,1517.0,452.32,223,27.5,ZONA_FRANCA,2024-05-17,False,False,False,25-30 días,False,624,686169.44,6.802690582959642,True,True
PROD-1023,Laptops,1274.0,458.34,298,27.5,BOD-EXT-99,2026-01-02,True,False,False,25-30 días,False,29,583925.1599999999,4.275167785234899,True,False
PROD-1024,Accesorios,678.0,1446.87,250,27.5,Norte,2025-09-26,False,False,False,25-30 días,False,127,980977.8599999999,2.712,True,True
PROD-1025,Laptops,1019.5,64.91,261,3.0,Norte,2025-11-15,False,True,False,3,False,77,66175.745,3.9061302681992336,True,False
PROD-1026,Laptops,1993.0,1088.27,238,10.0,BOD-EXT-99,2024-12-07,False,False,False,10,False,420,2168922.11,8.373949579831933,True,True
PROD-1027,Tablets,51.0,1074.06,262,10.0,Occidente,2025-12-08,False,False,False,10,False,54,54777.06,0.1946564885496183,False,True
PROD-1028,Laptops,1365.0,952.9,215,27.5,ZONA_FRANCA,2024-10-09,True,False,False,25-30 días,False,479,1300708.5,6.348837209302325,True,False
PROD-1029,Accesorios,728.0,1485.66,192,0.0,Occidente,2025-04-02,False,False,False,Inmediato,False,304,1081560.48,3.7916666666666665,True,True
PROD-1030,Monitores,163.0,502.23,141,3.0,Norte,2024-08-04,False,False,False,3,False,545,81863.49,1.1560283687943262,False,True
PROD-1031,Laptops,1061.0,542.96,127,0.0,Norte,2025-10-19,False,False,False,Inmediato,False,104,576080.56,8.354330708661417,True,True
PROD-1032,Accesorios,1526.0,164.46,222,5.0,Sur,2025-08-13,False,False,False,5,False,171,250965.96000000002,6.873873873873874,True,True
PROD-1033,Tablets,1645.0,692.06,123,10.0,ZONA_FRANCA,2024-09-20,False,False,False,10,False,498,1138438.7,13.373983739837398,True,True
PROD-1034,Laptops,541.0,428.52,235,10.0,Sur,2026-01-10,False,False,False,10,False,21,231829.31999999998,2.302127659574468,True,True
PROD-1035,Monitores,1283.0,547.91,205,0.0,Occidente,2025-04-20,False,False,False,Inmediato,False,286,702968.5299999999,6.258536585365854,True,True
PROD-1036,Accesorios,1059.0,1260.13,217,3.0,Norte,2025-01-06,False,False,False,3,False,390,1334477.6700000002,4.880184331797235,True,True
PROD-1037,Laptops,663.0,1406.45,152,10.0,Sur,2024-05-25,False,False,False,10,False,616,932476.35,4.3618421052631575,True,True
PROD-1038,Laptops,885.0,319.31,299,0.0,Norte,2025-09-05,False,False,False,Inmediato,False,148,282589.35,2.959866220735786,True,True
PROD-1039,Smartphones,1901.0,590.14,231,5.0,ZONA_FRANCA,2025-05-05,False,False,False,,True,271,1121856.14,8.229437229437229,True,False
PROD-1040,Smartphones,191.0,1396.51,199,5.0,Occidente,2025-04-08,False,False,False,,True,298,266733.41,0.9597989949748744,False,False
PROD-1041,Smartphones,1993.0,139.62,104,3.0,BOD-EXT-99,2025-08-13,False,False,False,3,False,171,278262.66000000003,19.16346153846154,True,True
PROD-1042,Tablets,1020.0,183.92,148,0.0,Norte,2025-12-16,False,True,False,Inmediato,False,46,187598.4,6.891891891891892,True,False
PROD-1043,Laptops,1718.0,286.05,197,5.0,BOD-EXT-99,2024-05-16,True,False,False,,True,625,491433.9,8.720812182741117,True,False
PROD-1044,Accesorios,1899.0,913.06,129,3.0,Norte,2025-07-09,False,False,False,3,False,206,1733900.94,14.720930232558139,True,True
PROD-1045,Accesorios,867.0,268.18,171,27.5,ZONA_FRANCA,2024-11-05,False,False,False,25-30 días,False,452,232512.06,5.0701754385964914,True,True
PROD-1046,Laptops,39.0,1453.71,202,3.0,Norte,2025-01-02,True,False,False,3,False,394,56694.69,0.19306930693069307,False,False
PROD-1047,Smartphones,1659.0,697.74,162,5.0,Norte,2025-04-06,False,False,False,5,False,300,1157550.66,10.24074074074074,True,True
PROD-1048,Laptops,92.0,777.2,274,27.5,ZONA_FRANCA,2024-03-27,False,False,False,25-30 días,False,675,71502.40000000001,0.3357664233576642,False,True
PROD-1049,Laptops,55.0,407.65,125,0.0,ZONA_FRANCA,2025-08-09,False,False,False,Inmediato,False,175,22420.75,0.44,False,True
PROD-1050,Smartphones,1058.0,732.89,284,27.5,BOD-EXT-99,2025-10-14,False,True,False,25-30 días,False,109,775397.62,3.7253521126760565,True,False
PROD-1051,Laptops,836.0,1009.77,136,27.5,Norte,2024-03-19,False,False,False,25-30 días,False,683,844167.72,6.147058823529412,True,True
PROD-1052,Smartphones,377.0,1139.21,106,0.0,Occidente,2025-07-14,False,False,False,Inmediato,False,201,429482.17000000004,3.556603773584906,True,True
PROD-1053,Accesorios,1278.0,1143.11,226,0.0,BOD-EXT-99,2025-08-17,False,False,False,Inmediato,False,167,1460894.5799999998,5.654867256637168,True,True
PROD-1054,Smartphones,1845.0,887.94,267,5.0,ZONA_FRANCA,2024-05-28,False,False,False,,True,613,1638249.3,6.910112359550562,True,False
PROD-1055,Accesorios,1944.0,1361.32,191,5.0,Norte,2025-11-07,False,False,False,5,False,85,2646406.08,10.178010471204189,True,True
PROD-1056,Laptops,266.0,1235.24,266,0.0,BOD-EXT-99,2024-04-18,True,False,False,Inmediato,False,653,328573.84,1.0,False,False
PROD-1057,Laptops,1936.0,1147.72,289,10.0,Sur,2025-12-12,False,False,False,10,False,50,2221985.92,6.698961937716263,True,True
PROD-1058,Smartphones,584.0,130.63,202,10.0,Occidente,2025-10-12,False,False,False,10,False,111,76287.92,2.891089108910891,True,True
PROD-1059,Monitores,1875.0,59.97,152,5.0,BOD-EXT-99,2024-10-26,False,False,False,5,False,462,112443.75,12.335526315789474,True,True
PROD-1060,Smartphones,1389.0,358.05,231,3.0,ZONA_FRANCA,2024-11-16,False,False,False,3,False,441,497331.45,6.012987012987013,True,True
PROD-1061,Smartphones,502.0,1012.11,207,3.0,ZONA_FRANCA,2025-05-06,False,False,False,3,False,270,508079.22000000003,2.42512077294686,True,True
PROD-1062,Monitores,665.0,646.24,211,10.0,Occidente,2024-07-04,False,False,False,10,False,576,429749.60000000003,3.1516587677725116,True,True
PROD-1063,Laptops,1237.0,633.49,252,0.0,Sur,2025-02-22,False,False,False,Inmediato,False,343,783627.13,4.908730158730159,True,True
PROD-1064,Smartphones,1663.0,1332.65,106,5.0,BOD-EXT-99,2025-08-02,False,False,False,5,False,182,2216196.95,15.68867924528302,True,True
PROD-1065,Tablets,1833.0,1348.57,255,3.0,BOD-EXT-99,2024-09-16,False,False,False,3,False,502,2471928.81,7.188235294117647,True,True
PROD-1066,Accesorios,1057.0,1368.3,296,3.0,Norte,2026-01-22,False,False,False,3,False,9,1446293.0999999999,3.570945945945946,True,True
PROD-1067,Laptops,1291.0,505.12,166,27.5,Norte,2024-09-25,False,False,False,25-30 días,False,493,652109.92,7.77710843373494,True,True
PROD-1068,Accesorios,60.0,1052.03,207,10.0,ZONA_FRANCA,2025-06-12,False,False,False,10,False,233,63121.799999999996,0.2898550724637681,False,True
PROD-1069,Laptops,200.0,443.87,210,0.0,BOD-EXT-99,2025-04-09,False,False,False,Inmediato,False,297,88774.0,0.9523809523809523,False,True
PROD-1070,Tablets,408.0,326.38,247,5.0,BOD-EXT-99,2025-06-02,False,False,False,5,False,243,133163.04,1.6518218623481782,False,True
PROD-1071,Tablets,1057.0,317.72,182,3.0,BOD-EXT-99,2024-09-10,False,False,False,3,False,508,335830.04000000004,5.8076923076923075,True,True
PROD-1072,Laptops,157.0,546.06,223,27.5,Sur,2025-02-15,False,False,False,25-30 días,False,350,85731.42,0.7040358744394619,False,True
PROD-1073,Tablets,849.0,673.44,238,10.0,Norte,2025-05-10,False,False,False,10,False,266,571750.56,3.5672268907563027,True,True
PROD-1074,Monitores,961.0,1254.88,203,10.0,BOD-EXT-99,2024-05-12,False,True,False,10,False,629,1205939.6800000002,4.733990147783251,True,False
PROD-1075,Tablets,1020.0,223.84,166,5.0,Occidente,2024-04-16,False,True,False,5,False,655,228316.80000000002,6.144578313253012,True,False
PROD-1076,Accesorios,359.0,1115.64,106,3.0,ZONA_FRANCA,2025-07-15,False,False,False,3,False,200,400514.76,3.3867924528301887,True,True
PROD-1077,Accesorios,844.0,820.61,250,5.0,Norte,2025-06-07,False,False,False,5,False,238,692594.84,3.376,True,True
PROD-1078,Smartphones,464.0,467.52,288,5.0,Occidente,2025-03-04,False,False,False,5,False,333,216929.28,1.6111111111111112,False,True
PROD-1079,Accesorios,758.0,764.59,298,5.0,ZONA_FRANCA,2024-12-13,False,False,False,,True,414,579559.22,2.5436241610738257,True,False
PROD-1080,Smartphones,823.0,484.92,209,27.5,Sur,2024-10-05,False,False,False,25-30 días,False,483,399089.16000000003,3.937799043062201,True,True
PROD-1081,Accesorios,987.0,914.32,133,10.0,Norte,2024-11-21,False,True,False,10,False,436,902433.8400000001,7.421052631578948,True,False
PROD-1082,Monitores,920.0,679.07,205,5.0,Norte,2025-05-31,False,False,False,,True,245,624744.4,4.487804878048781,True,False
PROD-1083,Laptops,1510.0,288.39,246,0.0,ZONA_FRANCA,2026-01-24,True,False,False,Inmediato,False,7,435468.89999999997,6.138211382113822,True,False
PROD-1084,Smartphones,1274.0,219.05,157,10.0,Occidente,2025-09-02,False,False,False,10,False,151,279069.7,8.114649681528663,True,True
PROD-1085,Smartphones,1216.0,842.71,108,10.0,Norte,2025-01-05,False,False,False,10,False,391,1024735.3600000001,11.25925925925926,True,True
PROD-1086,Laptops,699.0,1358.5,147,27.5,Sur,2025-07-05,False,False,False,25-30 días,False,210,949591.5,4.755102040816326,True,True
PROD-1087,Laptops,634.0,548.74,214,0.0,ZONA_FRANCA,2025-01-30,False,False,False,Inmediato,False,366,347901.16000000003,2.9626168224299065,True,True
PROD-1088,Accesorios,1877.0,1112.85,140,3.0,Sur,2024-04-02,False,False,False,3,False,669,2088819.4499999997,13.407142857142857,True,True
PROD-1089,Tablets,644.0,1005.06,147,0.0,Norte,2024-07-11,False,False,False,Inmediato,False,569,647258.64,4.380952380952381,True,True
PROD-1090,Laptops,256.0,1400.75,272,3.0,BOD-EXT-99,2025-11-07,True,False,False,3,False,85,358592.0,0.9411764705882353,False,False
PROD-1091,Accesorios,1939.0,1240.42,124,0.0,BOD-EXT-99,2025-12-08,False,False,False,Inmediato,False,54,2405174.3800000004,15.637096774193548,True,True
PROD-1092,Tablets,611.0,871.58,215,5.0,Norte,2024-05-08,False,False,False,5,False,633,532535.38,2.841860465116279,True,True
PROD-1093,Laptops,498.0,1002.69,177,0.0,Sur,2024-11-12,False,False,False,Inmediato,False,445,499339.62000000005,2.8135593220338984,True,True
PROD-1094,Laptops,261.0,1352.66,207,5.0,ZONA_FRANCA,2024-05-22,False,False,False,,True,619,353044.26,1.2608695652173914,False,False
PROD-1095,Laptops,1032.0,629.3,124,5.0,Norte,2025-04-03,False,False,False,,True,303,649437.6,8.32258064516129,True,False
PROD-1096,Tablets,1687.0,523.85,246,27.5,Occidente,2025-09-22,False,False,False,25-30 días,False,131,883734.9500000001,6.857723577235772,True,True
PROD-1097,Accesorios,704.0,65.68,138,3.0,BOD-EXT-99,2024-12-07,False,False,False,3,False,420,46238.72,5.101449275362318,True,True
PROD-1098,Laptops,1019.5,1248.5,218,10.0,ZONA_FRANCA,2025-01-12,False,True,False,10,False,384,1272845.75,4.676605504587156,True,False
PROD-1099,Monitores,394.0,1211.42,178,27.5,Sur,2025-07-18,False,False,False,25-30 días,False,197,477299.48000000004,2.2134831460674156,True,True
PROD-1100,Smartphones,1058.0,201.46,179,5.0,Norte,2025-12-16,False,True,False,,True,46,213144.68000000002,5.910614525139665,True,False
PROD-1101,Tablets,1932.0,886.44,126,5.0,ZONA_FRANCA,2025-07-13,False,False,False,,True,202,1712602.08,15.333333333333334,True,False
PROD-1102,Tablets,1180.0,722.77,203,3.0,Norte,2025-05-16,False,False,False,3,False,260,852868.6,5.812807881773399,True,True
PROD-1103,Accesorios,302.0,222.13,173,5.0,Norte,2024-03-13,False,False,False,,True,689,67083.26,1.745664739884393,False,False
PROD-1104,Tablets,852.0,1471.82,290,5.0,Norte,2026-01-08,False,False,False,,True,23,1253990.64,2.9379310344827587,True,False
PROD-1105,Tablets,1305.0,361.31,167,3.0,Sur,2024-03-16,False,False,False,3,False,686,471509.55,7.81437125748503,True,True
PROD-1106,Laptops,1698.0,147.49,246,5.0,ZONA_FRANCA,2025-02-26,False,False,False,,True,339,250438.02000000002,6.902439024390244,True,False
PROD-1107,Accesorios,108.0,912.53,127,10.0,Norte,2024-12-16,False,False,False,10,False,411,98553.23999999999,0.8503937007874016,False,True
PROD-1108,Laptops,1927.0,1121.36,222,5.0,Norte,2025-05-16,False,False,False,5,False,260,2160860.7199999997,8.68018018018018,True,True
PROD-1109,Smartphones,906.0,97.04,260,27.5,Sur,2025-04-21,False,False,False,25-30 días,False,285,87918.24,3.4846153846153847,True,True
PROD-1110,Laptops,353.0,1005.14,237,10.0,Sur,2024-09-06,True,False,False,10,False,512,354814.42,1.489451476793249,False,False
PROD-1111,Smartphones,465.0,821.82,182,10.0,BOD-EXT-99,2025-11-07,False,False,False,10,False,85,382146.30000000005,2.5549450549450547,True,True
PROD-1112,Laptops,1337.0,199.73,129,5.0,Norte,2024-11-28,True,False,False,5,False,429,267039.01,10.364341085271318,True,False
PROD-1113,Laptops,905.0,300.16,121,27.5,ZONA_FRANCA,2024-06-30,False,False,False,25-30 días,False,580,271644.80000000005,7.479338842975206,True,True
PROD-1114,Smartphones,1662.0,873.56,102,10.0,ZONA_FRANCA,2026-01-01,False,False,False,10,False,30,1451856.72,16.294117647058822,True,True
PROD-1115,Accesorios,557.0,479.72,200,5.0,Occidente,2024-06-08,False,False,False,,True,602,267204.04000000004,2.785,True,False
PROD-1116,Laptops,1223.0,1410.56,204,5.0,Occidente,2024-11-18,False,False,False,5,False,439,1725114.88,5.995098039215686,True,True
PROD-1117,Laptops,1485.0,1237.17,275,27.5,Norte,2025-02-17,False,False,False,25-30 días,False,348,1837197.4500000002,5.4,True,True
PROD-1118,Laptops,1391.0,1476.17,101,0.0,Occidente,2024-12-16,True,False,False,Inmediato,False,411,2053352.4700000002,13.772277227722773,True,False
PROD-1119,Monitores,1747.0,426.52,153,3.0,Occidente,2024-08-22,False,False,False,3,False,527,745130.44,11.418300653594772,True,True
PROD-1120,Laptops,244.0,1456.1,105,5.0,Norte,2025-03-28,True,False,False,,True,309,355288.39999999997,2.323809523809524,True,False
PROD-1121,Monitores,704.0,675.29,206,5.0,BOD-EXT-99,2025-01-01,False,False,False,5,False,395,475404.16,3.4174757281553396,True,True
PROD-1122,Tablets,1344.0,553.9,267,3.0,Norte,2025-02-28,False,False,False,3,False,337,744441.6,5.033707865168539,True,True
PROD-1123,Smartphones,135.0,123.01,222,0.0,Occidente,2024-03-29,False,False,False,Inmediato,False,673,16606.350000000002,0.6081081081081081,False,True
PROD-1124,Monitores,1219.0,126.51,101,10.0,ZONA_FRANCA,2024-11-21,False,False,False,10,False,436,154215.69,12.069306930693068,True,True
PROD-1125,Laptops,1019.5,1053.42,210,10.0,Occidente,2024-04-09,True,True,False,10,False,662,1073961.6900000002,4.854761904761904,True,False
PROD-1126,Tablets,586.0,714.0,101,27.5,Norte,2025-02-01,False,False,False,25-30 días,False,364,418404.0,5.801980198019802,True,True
PROD-1127,Laptops,1241.0,378.46,192,5.0,Norte,2025-10-11,False,False,False,5,False,112,469668.86,6.463541666666667,True,True
PROD-1128,Accesorios,479.0,940.26,282,5.0,Norte,2025-08-09,False,False,False,5,False,175,450384.54,1.698581560283688,False,True
PROD-1129,Accesorios,743.0,416.64,299,27.5,BOD-EXT-99,2025-09-05,False,False,False,25-30 días,False,148,309563.52,2.4849498327759196,True,True
PROD-1130,Accesorios,427.0,887.57,200,3.0,Sur,2025-08-07,False,False,False,3,False,177,378992.39,2.135,True,True
PROD-1131,Monitores,1572.0,570.85,287,10.0,Norte,2025-01-15,False,False,False,10,False,381,897376.2000000001,5.477351916376307,True,True
PROD-1132,Laptops,889.0,1244.15,196,10.0,ZONA_FRANCA,2025-06-23,False,False,False,10,False,222,1106049.35,4.535714285714286,True,True
PROD-1133,Monitores,475.0,1240.01,210,5.0,BOD-EXT-99,2025-05-18,False,False,False,5,False,258,589004.75,2.261904761904762,True,True
PROD-1134,Smartphones,1058.0,742.16,105,5.0,Sur,2025-07-27,False,True,False,5,False,188,785205.2799999999,10.076190476190476,True,False
PROD-1135,Monitores,324.0,558.69,226,27.5,Sur,2025-04-01,False,False,False,25-30 días,False,305,181015.56000000003,1.4336283185840708,False,True
PROD-1136,Laptops,502.0,575.71,203,0.0,Norte,2025-01-19,False,False,False,Inmediato,False,377,289006.42000000004,2.4729064039408866,True,True
PROD-1137,Laptops,1475.0,1218.29,246,3.0,Occidente,2024-06-09,False,False,False,3,False,601,1796977.75,5.995934959349594,True,True
PROD-1138,Smartphones,1801.0,525.86,254,5.0,Norte,2025-02-23,False,False,False,,True,342,947073.86,7.090551181102362,True,False
PROD-1139,Laptops,330.0,353.14,100,0.0,Occidente,2025-08-29,False,False,False,Inmediato,False,155,116536.2,3.3,True,True
PROD-1140,Laptops,1596.0,172.8,132,0.0,Occidente,2025-12-08,True,False,False,Inmediato,False,54,275788.80000000005,12.090909090909092,True,False
PROD-1141,Laptops,1019.5,726.71,139,5.0,Sur,2024-11-16,False,True,False,5,False,441,740880.8450000001,7.33453237410072,True,False
PROD-1142,Accesorios,453.0,749.09,131,5.0,Sur,2024-03-18,False,False,False,5,False,684,339337.77,3.4580152671755724,True,True
PROD-1143,Laptops,1958.0,1269.32,296,5.0,BOD-EXT-99,2025-07-16,True,False,False,5,False,199,2485328.56,6.614864864864865,True,False
PROD-1144,Laptops,79.0,370.8,116,0.0,BOD-EXT-99,2024-12-25,True,False,False,Inmediato,False,402,29293.2,0.6810344827586207,False,False
PROD-1145,Smartphones,787.0,602.44,225,3.0,Sur,2024-05-28,False,False,False,3,False,613,474120.28,3.497777777777778,True,True
PROD-1146,Smartphones,1990.0,1222.19,107,5.0,ZONA_FRANCA,2024-04-09,False,False,False,5,False,662,2432158.1,18.598130841121495,True,True
PROD-1147,Smartphones,1058.0,1244.25,156,10.0,ZONA_FRANCA,2024-05-19,False,True,False,10,False,622,1316416.5,6.782051282051282,True,False
PROD-1148,Laptops,1202.0,607.69,141,3.0,Norte,2024-06-08,False,False,False,3,False,602,730443.3800000001,8.52482269503546,True,True
PROD-1149,Laptops,210.0,715.73,197,10.0,Sur,2025-08-08,True,False,False,10,False,176,150303.30000000002,1.0659898477157361,False,False
PROD-1150,Smartphones,1058.0,489.76,236,3.0,Norte,2024-11-09,False,True,False,3,False,448,518166.08,4.483050847457627,True,False
PROD-1151,Smartphones,1996.0,1402.2,219,5.0,BOD-EXT-99,2024-08-09,False,False,False,5,False,540,2798791.2,9.114155251141552,True,True
PROD-1152,Laptops,1422.0,222.03,186,5.0,Sur,2025-04-06,False,False,False,,True,300,315726.66,7.645161290322581,True,False
PROD-1153,Smartphones,1397.0,1403.94,262,27.5,ZONA_FRANCA,2025-03-31,False,False,False,25-30 días,False,306,1961304.1800000002,5.3320610687022905,True,True
PROD-1154,Monitores,409.0,1041.61,298,5.0,Sur,2025-05-10,False,False,False,5,False,266,426018.48999999993,1.3724832214765101,False,True
PROD-1155,Tablets,250.0,820.78,280,0.0,ZONA_FRANCA,2025-07-02,False,False,False,Inmediato,False,213,205195.0,0.8928571428571429,False,True
PROD-1156,Smartphones,579.0,97.36,153,5.0,Sur,2024-06-17,False,False,False,,True,593,56371.44,3.784313725490196,True,False
PROD-1157,Tablets,219.0,739.61,183,0.0,Norte,2024-05-02,False,False,False,Inmediato,False,639,161974.59,1.1967213114754098,False,True
PROD-1158,Laptops,1943.0,641.23,124,3.0,Norte,2024-10-06,False,False,False,3,False,482,1245909.8900000001,15.669354838709678,True,True
PROD-1159,Accesorios,1578.0,283.77,166,0.0,Norte,2025-05-15,False,False,False,Inmediato,False,261,447789.06,9.506024096385541,True,True
PROD-1160,Smartphones,1751.0,1001.79,289,5.0,ZONA_FRANCA,2025-11-26,False,False,False,,True,66,1754134.29,6.0588235294117645,True,False
PROD-1161,Laptops,811.0,1458.17,282,5.0,BOD-EXT-99,2024-07-07,False,False,False,,True,573,1182575.87,2.875886524822695,True,False
PROD-1162,Laptops,1230.0,865.17,273,5.0,BOD-EXT-99,2025-09-21,True,False,False,5,False,132,1064159.0999999999,4.5054945054945055,True,False
PROD-1163,Accesorios,1749.0,1086.39,251,10.0,Occidente,2024-04-23,False,False,False,10,False,648,1900096.11,6.968127490039841,True,True
PROD-1164,Tablets,1656.0,149.25,145,5.0,Norte,2024-08-10,False,False,False,5,False,539,247158.0,11.420689655172414,True,True
PROD-1165,Laptops,525.0,655.62,121,3.0,Sur,2024-09-07,False,False,False,3,False,511,344200.5,4.338842975206612,True,True
PROD-1166,Laptops,1953.0,218.72,238,0.0,Norte,2025-07-05,True,False,False,Inmediato,False,210,427160.16,8.205882352941176,True,False
PROD-1167,Smartphones,1257.0,938.55,275,10.0,Sur,2025-05-24,False,False,False,10,False,252,1179757.3499999999,4.570909090909091,True,True
PROD-1168,Smartphones,1906.0,1410.8,107,27.5,Sur,2025-12-25,False,False,False,25-30 días,False,37,2688984.8,17.813084112149532,True,True
PROD-1169,Laptops,1970.0,1009.58,138,5.0,Norte,2025-12-20,False,False,False,,True,42,1988872.6,14.27536231884058,True,False
PROD-1170,Laptops,1605.0,161.36,262,10.0,Norte,2024-05-13,True,False,False,10,False,628,258982.80000000002,6.125954198473282,True,False
PROD-1171,Monitores,1529.0,564.27,148,10.0,Occidente,2024-12-23,False,False,False,10,False,404,862768.83,10.33108108108108,True,True
PROD-1172,Smartphones,1797.0,848.46,145,5.0,Sur,2025-12-17,False,False,False,5,False,45,1524682.62,12.393103448275863,True,True
PROD-1173,Accesorios,1340.0,634.65,137,27.5,Norte,2024-11-04,False,False,False,25-30 días,False,453,850431.0,9.781021897810218,True,True
PROD-1174,Laptops,1692.0,1258.78,235,5.0,Occidente,2024-03-25,True,False,False,,True,677,2129855.76,7.2,True,False
PROD-1175,Laptops,1019.5,1231.27,153,3.0,Sur,2025-04-02,False,True,False,3,False,304,1255279.765,6.663398692810458,True,False
PROD-1176,Smartphones,1875.0,937.15,264,3.0,Norte,2025-06-13,False,False,False,3,False,232,1757156.25,7.1022727272727275,True,True
PROD-1177,Smartphones,569.0,591.51,191,10.0,Norte,2025-06-01,False,False,False,10,False,244,336569.19,2.979057591623037,True,True
PROD-1178,Laptops,1224.0,420.24,139,10.0,BOD-EXT-99,2025-04-12,False,False,False,10,False,294,514373.76,8.805755395683454,True,True
PROD-1179,Smartphones,906.0,203.52,133,0.0,BOD-EXT-99,2025-01-14,False,False,False,Inmediato,False,382,184389.12,6.81203007518797,True,True
PROD-1180,Monitores,1889.0,564.6,195,27.5,Sur,2025-08-27,False,False,False,25-30 días,False,157,1066529.4000000001,9.687179487179487,True,True
PROD-1181,Smartphones,918.0,649.1,178,5.0,Sur,2024-12-23,False,False,False,,True,404,595873.8,5.157303370786517,True,False
PROD-1182,Laptops,1266.0,1029.94,226,10.0,Norte,2026-01-31,False,False,False,10,False,0,1303904.04,5.601769911504425,True,True
PROD-1183,Smartphones,993.0,1004.33,116,0.0,BOD-EXT-99,2025-06-29,False,False,False,Inmediato,False,216,997299.6900000001,8.560344827586206,True,True
PROD-1184,Laptops,231.0,151.66,260,27.5,Sur,2024-09-12,False,False,False,25-30 días,False,506,35033.46,0.8884615384615384,False,True
PROD-1185,Monitores,1008.0,623.13,274,5.0,Occidente,2024-06-30,False,False,False,,True,580,628115.04,3.678832116788321,True,False
PROD-1186,Tablets,147.0,313.58,209,3.0,Sur,2026-01-02,False,False,False,3,False,29,46096.259999999995,0.7033492822966507,False,True
PROD-1187,Smartphones,1032.0,277.38,151,0.0,BOD-EXT-99,2024-05-15,False,False,False,Inmediato,False,626,286256.16,6.8344370860927155,True,True
